Reviews,Sentiment
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Lee5.0 out of 5 stars,
A better alternative to buying a new iphone,positive
"Reviewed in the United States on May 30, 2020Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Every things right,  battery came with %100 capacity,  and it arrived 4 days early through FedEx,  i got the color and device storage I ordered.  Theres a few scratches on the bare screen which prove its used,  (i peeled the screen protector it came with off so i could put my tempered glass one on) but theyre invisible when a screen protector is on.  Phone is lighting fast and im just so happy!I had some doubts when buying this phone because there weren't enough reviews on it and it was used.  But its entirely like new,  although you dont get the unboxing experience of buying it brand new,  and earbuds arent included. Im happy i got a discount and that i didnt buy a new one and just have this one sit around and get scrapped for parts or something. I honestly dropped $690 bucks on this thing and i was gonna go ballistic if it didnt show up,  but it came early and im so relieved and happy with it,  its absolutely beautiful. Also the battery life on this for an iphone is great,  i came from a 2016 SE,  so a big change.",positive
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Lee,
,
5.0 out of 5 stars,
,
                A better alternative to buying a new iphone,positive
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on May 30, 2020",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            Every things right,  battery came with %100 capacity,  and it arrived 4 days early through FedEx,  i got the color and device storage I ordered.  Theres a few scratches on the bare screen which prove its used,  (i peeled the screen protector it came with off so i could put my tempered glass one on) but theyre invisible when a screen protector is on.  Phone is lighting fast and im just so happy!I had some doubts when buying this phone because there weren't enough reviews on it and it was used.  But its entirely like new,  although you dont get the unboxing experience of buying it brand new,  and earbuds arent included. Im happy i got a discount and that i didnt buy a new one and just have this one sit around and get scrapped for parts or something. I honestly dropped $690 bucks on this thing and i was gonna go ballistic if it didnt show up,  but it came early and im so relieved and happy with it,  its absolutely beautiful. Also the battery life on this for an iphone is great,  i came from a 2016 SE,  so a big change.",positive
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R35SIW6YU823G2_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R35SIW6YU823G2"", ""[https://images-na.ssl-images-amazon.com/images/I/61rcS54tqGL.jpg]"", data);",
          });,
        });,
    ,
,
18 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Giuseppe curreri5.0 out of 5 stars,
100% recomendado,positive
"Reviewed in the United States on December 16, 2019Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Excelente telÃ©fono ðŸ‘ y muy buena la cÃ¡mara lo recomiendo 100%,positive
,
,
35 people found this helpful,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Desiree c5.0 out of 5 stars,
Product was exactly whatbit was supposed to b,positive
"Reviewed in the United States on December 30, 2019Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  My son loved this phone. We had no problems setting anything up. Worked perfect. In brand new apple box as well,positive
,
,
27 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Khoco5.0 out of 5 stars,
Looks and Works like new !!,positive
"Reviewed in the United States on April 26, 2020Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  I just received this phone on Friday(3 days earlier than expectedðŸ¤—ðŸ¤—)and it is absolutely lovelyðŸ¤©. It came in a generic box with an apple compatible charger and cable. No scratches or imperfections that I can see at this time . The battery capacity is 100%. It looks and works like a brand new device.ðŸ˜ðŸ˜âœ…,positive
,
,
23 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Bruce F.5.0 out of 5 stars,
"Works perfectly, well packaged and looks brand new.",positive
"Reviewed in the United States on February 24, 2020Size: 256GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  I shopped around a lot for a renewed, refurbished iPhone 11. This was not the cheapest but really close. The selling point for me is that it comes with a 90 day warranty and refund policy and is sold through Amazon Prime. We received the phone 4 days ago. Upgraded and transferred everything from the iPhone 7 to the 11 flawlessly. Plus, the phone had no cosmetic issues at all. It looks brand new. We have bought a refurbished iPhone 7 and now this 11. Both worked perfectly.",positive
,
,
20 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Amazon Customer4.0 out of 5 stars,
Read the Review; Android Gang,neutral
"Reviewed in the United States on April 2, 2020Size: 128GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  As far as buying this product from this specific seller, my experience has been great! Nothing to complain about. There were no scratches in the glass display, not to mention there werenâ€™t any on the back glass or camera lenses either. But as far as the phone itself, Iâ€™m an android person but my first smartphone happened to be an iPhone and I had gone through a couple generations of them. Iâ€™m pleased to say that this device feels great but, itâ€™s still an iPhone and to that, I mustnâ€™t give a full 5 star review. Android gang.",positive
